任务编号,任务名（方便管理),通关获得物品(场景ID:物品:数量:几率@场景ID:物品:数量:几率),指定怪物产出物品(怪物ID:物品:数量:几率@怪物ID:物品:数量:几率),收集指定物品(物品:数量@物品:数量),是否保留任务物品(1保留 0删除),击杀指定怪物(怪物ID:数量@怪物ID:数量),后续任务ID,前续任务ID（用于判定该任务是否可接取）,接取成功时候追加任务（任务接取成功时候）,后续支线任务（主线任务交付成功后可用）,任务天数（7日礼包使用）,接取任务成功时候的引导,交付任务成功时候的引导,接取任务开放功能(变量),交付任务开放功能(变量),是否已经被删除不用,任务比较范围和显示先后,是否接取任务后就可交付,是否可自动接取,是否可自动交付,任务添加先后（支线任务任务追踪使用）,任务追踪显示,可交付时点击交付(非自动交付使用),任务类型,公会任务任务类型（1打败NPC，2搜集物资，3通关场景，4指定地图使用道具，5购买特殊商品）,是否是礼包类任务,任务重复次数,任务等级,接任务NPC（游戏中唯一）,完成任务NPC（游戏中唯一）,接取任务给予物品,任务名称,任务目标描述,任务追加描述,任务奖励金钱,任务奖励经验,任务奖励蓝钻,任务奖励魔力精华,任务奖励荣誉值,任务奖励体力,任务奖励活跃度,任务奖励公会贡献度,任务奖励物品,任务职业奖励物品,任务目标地图编号,任务目标场景编号,多任务场景ID(场景ID:场景ID:场景ID),任务所需物品,公会任务搜集物品,公会任务使用特定物品,公会任务购买特定物品,任务目标传送点,任务总次数,任务初始次数,完成需要蓝钻,是否特别显示,交付任务点击脚本函数,点击脚本函数,领取后有引导,完成后有引导,完成提示ID,功能提示字符串ID,特殊显示ID,赏金任务描述显示,ICON显示类型,任务次级类型,任务类型系数,随机重复次数,随机重复次数,任务等级范围,任务等级范围,赏金经验,赏金金币,赏金蓝钻,赏金魔力,赏金精灵口粮
220409,勇者之路9,,,,,,,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,35,,,,52829,52841,,2000,3000,,,,,,,yongzhezhizheng:2:1:0:140@,,6,6101,,,,,,N_副本传送点6,1,,,,,,,,,,,,,,,,,,,,,,,
220410,勇者之路10,,,,,,,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,35,,,,52829,52842,,2000,3000,,,,,,,yongzhezhizheng:2:1:0:140@,,6,6103,,,,,,N_副本传送点6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230001,勇者1,,,,,,,6004,,,,,,,,1,,0,1,0,120,1,1,2,,,0,35,,,,52843,52844,,5000,5000,,,,,,,yongzhezhizheng:2:1:0:140,,,,,,,,,,1,,,,,rewardtask_230001_ontouch,,,,,,,,,,,,,,,,,,
230002,勇者2,,,,,,,6005,,,,,,,,1,,0,1,0,120,1,1,2,,,0,35,,,,52845,52846,,5000,5000,,,,,,,yongzhezhizheng:2:1:0:140,,,,,,,,,,1,,,,,rewardtask_230002_ontouch,,,,,,,,,,,,,,,,,,
230003,勇者3,,,,,,,6006,,,,,,,,1,,0,1,0,120,1,1,2,,,0,35,,,,52847,52848,,5000,5000,,,,,,,yongzhezhizheng:2:1:0:140,,,,,,,,,,1,,,,,rewardtask_230003_ontouch,,,,,,,,,,,,,,,,,,
230004,勇者4,,,,,,,6007,,,,,,,,1,,0,1,0,120,1,1,2,,,0,35,,,,52849,52850,,5000,5000,,,,,,,yongzhezhizheng:2:1:0:140,,,,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
230005,勇者5,,,,,,,6008,,,,,,,,1,,0,1,0,120,1,1,2,,,0,35,,,,52851,52852,,5000,5000,,,,,,,yongzhezhizheng:2:1:0:140,,6,6106,,,,,,N_副本传送点6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230101,精灵满级,,,,,,,4010,,,,,,,,1,,0,1,0,100,1,1,2,,,0,17,,,,54518,54519,,5000,5000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
230102,试炼之地,,,,,,230103,5004,,,,,,,,1,,0,1,0,100,1,1,2,,,0,25,,,,54520,54521,,5000,5000,,,,,,,shengmingjinghua:60:1:0:136,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
230103,精灵升星,,,,,,230104,230102,,,,,,,,1,,0,1,0,100,1,1,2,,,0,25,,,,54522,54523,,5000,5000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
230104,精灵三星,,,,,,230105,230103,,,,,,,,1,,0,1,0,100,1,1,2,,,0,27,,,,54524,54525,,5000,5000,,,,,,,ziyu:10:1:0:149,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
230105,精灵进阶,,,,,,,230104,,,,,,,,1,,0,1,0,100,1,1,2,,,0,29,,,,54526,54527,,5000,5000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220501,防御宝石,,,,,,,4004,,,,,,,,1,,0,1,0,100,1,1,2,,,0,21,,,,52896,52897,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
220502,辅助宝石,,,,,,,4005,,,,,,,,1,,0,1,0,100,1,1,2,,,0,22,,,,52898,52899,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230201,困难本1-1,,,,,,,4017,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58227,,5000,5000,,,,,,,,,1,1101,,,,,,N_副本传送点1,3,,,,,,,,,,,,,,,,,,,,,,,
230202,困难本1-2,,,,,,,4018,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58228,,5000,5000,,,,,,,,,1,1102,,,,,,N_副本传送点1,3,,,,,,,,,,,,,,,,,,,,,,,
230203,困难本1-3,,,,,,,4019,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58229,,5000,6000,,,,,,,,,1,1103,,,,,,N_副本传送点1,3,,,,,,,,,,,,,,,,,,,,,,,
230204,困难本1-4,,,,,,,4020,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58230,,5000,6000,,,,,,,,,1,1104,,,,,,N_副本传送点1,3,,,,,,,,,,,,,,,,,,,,,,,
230205,困难本1-5,,,,,,,4021,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58231,,5000,6500,,,,,,,,,1,1105,,,,,,N_副本传送点1,3,,,,,,,,,,,,,,,,,,,,,,,
230206,困难本2-1,,,,,,,5014,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58232,,5000,6900,,,,,,,,,2,2101,,,,,,N_副本传送点2,3,,,,,,,,,,,,,,,,,,,,,,,
230207,困难本2-2,,,,,,,5015,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58233,,5000,7300,,,,,,,,,2,2102,,,,,,N_副本传送点2,3,,,,,,,,,,,,,,,,,,,,,,,
230208,困难本2-3,,,,,,,5016,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58234,,5000,7700,,,,,,,,,2,2103,,,,,,N_副本传送点2,3,,,,,,,,,,,,,,,,,,,,,,,
230209,困难本2-4,,,,,,,5017,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58235,,5000,8100,,,,,,,,,2,2104,,,,,,N_副本传送点2,3,,,,,,,,,,,,,,,,,,,,,,,
230210,困难本2-5,,,,,,,5018,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58236,,5000,8500,,,,,,,,,2,2105,,,,,,N_副本传送点2,3,,,,,,,,,,,,,,,,,,,,,,,
230211,困难本3-1,,,,,,,6011,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58237,,5000,8900,,,,,,,,,3,3101,,,,,,N_副本传送点3,3,,,,,,,,,,,,,,,,,,,,,,,
230212,困难本3-2,,,,,,,6012,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58238,,5000,9300,,,,,,,,,3,3102,,,,,,N_副本传送点3,3,,,,,,,,,,,,,,,,,,,,,,,
230213,困难本3-3,,,,,,,6013,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58239,,5000,9700,,,,,,,,,3,3103,,,,,,N_副本传送点3,3,,,,,,,,,,,,,,,,,,,,,,,
230214,困难本3-4,,,,,,,6014,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58240,,5000,10100,,,,,,,,,3,3104,,,,,,N_副本传送点3,3,,,,,,,,,,,,,,,,,,,,,,,
230215,困难本3-5,,,,,,,6015,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58241,,5000,10500,,,,,,,,,3,3105,,,,,,N_副本传送点3,3,,,,,,,,,,,,,,,,,,,,,,,
230216,困难本4-1,,,,,,,7012,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58242,,5000,10900,,,,,,,,,4,4101,,,,,,N_副本传送点4,3,,,,,,,,,,,,,,,,,,,,,,,
230217,困难本4-2,,,,,,,7013,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58243,,5000,11300,,,,,,,,,4,4102,,,,,,N_副本传送点4,3,,,,,,,,,,,,,,,,,,,,,,,
230218,困难本4-3,,,,,,,7014,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58244,,5000,11700,,,,,,,,,4,4103,,,,,,N_副本传送点4,3,,,,,,,,,,,,,,,,,,,,,,,
230219,困难本4-4,,,,,,,7015,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58245,,5000,12100,,,,,,,,,4,4104,,,,,,N_副本传送点4,3,,,,,,,,,,,,,,,,,,,,,,,
230220,困难本4-5,,,,,,,7016,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58246,,5000,12500,,,,,,,,,4,4105,,,,,,N_副本传送点4,3,,,,,,,,,,,,,,,,,,,,,,,
230221,困难本5-1,,,,,,,8010,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58247,,5000,12900,,,,,,,,,5,5101,,,,,,N_副本传送点5,3,,,,,,,,,,,,,,,,,,,,,,,
230222,困难本5-2,,,,,,,8011,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58248,,5000,13300,,,,,,,,,5,5102,,,,,,N_副本传送点5,3,,,,,,,,,,,,,,,,,,,,,,,
230223,困难本5-3,,,,,,,8012,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58249,,5000,13700,,,,,,,,,5,5103,,,,,,N_副本传送点5,3,,,,,,,,,,,,,,,,,,,,,,,
230224,困难本5-4,,,,,,,8013,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58250,,5000,14100,,,,,,,,,5,5104,,,,,,N_副本传送点5,3,,,,,,,,,,,,,,,,,,,,,,,
230225,困难本5-5,,,,,,,8014,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58251,,5000,14500,,,,,,,,,5,5105,,,,,,N_副本传送点5,3,,,,,,,,,,,,,,,,,,,,,,,
230226,困难本5-6,,,,,,,8015,,,,,,,,,,0,1,0,80,1,1,2,,,0,24,,,,58278,58252,,5000,14900,,,,,,,,,5,5106,,,,,,N_副本传送点5,3,,,,,,,,,,,,,,,,,,,,,,,
230227,困难本6-1,,,,,,230228,230226,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58253,,5000,15300,,,,,,,,,6,6101,,,,,,N_副本传送点6,3,,,,,,,,,,,,,,,,,,,,,,,
230228,困难本6-2,,,,,,230229,230227,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58254,,5000,15700,,,,,,,,,6,6102,,,,,,N_副本传送点6,3,,,,,,,,,,,,,,,,,,,,,,,
230229,困难本6-3,,,,,,230230,230228,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58255,,5000,16100,,,,,,,,,6,6103,,,,,,N_副本传送点6,3,,,,,,,,,,,,,,,,,,,,,,,
230230,困难本6-4,,,,,,230231,230229,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58256,,5000,16500,,,,,,,,,6,6104,,,,,,N_副本传送点6,3,,,,,,,,,,,,,,,,,,,,,,,
230231,困难本6-5,,,,,,230232,230230,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58257,,5000,16900,,,,,,,,,6,6105,,,,,,N_副本传送点6,3,,,,,,,,,,,,,,,,,,,,,,,
230232,困难本6-6,,,,,,230233,230231,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58258,,5000,17300,,,,,,,,,6,6106,,,,,,N_副本传送点6,3,,,,,,,,,,,,,,,,,,,,,,,
230233,困难本7-1,,,,,,230234,230232,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58259,,5000,17700,,,,,,,,,7,7101,,,,,,N_副本传送点7,3,,,,,,,,,,,,,,,,,,,,,,,
230234,困难本7-2,,,,,,230235,230233,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58260,,5000,18100,,,,,,,,,7,7102,,,,,,N_副本传送点7,3,,,,,,,,,,,,,,,,,,,,,,,
230235,困难本7-3,,,,,,230236,230234,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58261,,5000,18500,,,,,,,,,7,7103,,,,,,N_副本传送点7,3,,,,,,,,,,,,,,,,,,,,,,,
230236,困难本7-4,,,,,,230237,230235,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58262,,5000,18900,,,,,,,,,7,7104,,,,,,N_副本传送点7,3,,,,,,,,,,,,,,,,,,,,,,,
230237,困难本7-5,,,,,,230238,230236,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58263,,5000,19300,,,,,,,,,7,7105,,,,,,N_副本传送点7,3,,,,,,,,,,,,,,,,,,,,,,,
230238,困难本7-6,,,,,,230239,230237,,,,,,,,,,0,1,0,80,1,1,2,,,0,30,,,,58278,58264,,5000,19700,,,,,,,,,7,7106,,,,,,N_副本传送点7,3,,,,,,,,,,,,,,,,,,,,,,,
230239,困难本8-1,,,,,,230240,230238,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58265,,5000,20100,,,,,,,,,8,8101,,,,,,N_副本传送点8,3,,,,,,,,,,,,,,,,,,,,,,,
230240,困难本8-2,,,,,,230241,230239,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58266,,5000,20500,,,,,,,,,8,8102,,,,,,N_副本传送点8,3,,,,,,,,,,,,,,,,,,,,,,,
230241,困难本8-3,,,,,,230242,230240,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58267,,5000,20900,,,,,,,,,8,8103,,,,,,N_副本传送点8,3,,,,,,,,,,,,,,,,,,,,,,,
230242,困难本8-4,,,,,,230243,230241,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58268,,5000,21300,,,,,,,,,8,8104,,,,,,N_副本传送点8,3,,,,,,,,,,,,,,,,,,,,,,,
230243,困难本8-5,,,,,,230244,230242,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58269,,5000,21700,,,,,,,,,8,8105,,,,,,N_副本传送点8,3,,,,,,,,,,,,,,,,,,,,,,,
230244,困难本8-6,,,,,,230245,230243,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58270,,5000,22100,,,,,,,,,8,8106,,,,,,N_副本传送点8,3,,,,,,,,,,,,,,,,,,,,,,,
230245,困难本9-1,,,,,,230246,230244,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58271,,5000,22500,,,,,,,,,9,9101,,,,,,N_副本传送点9,3,,,,,,,,,,,,,,,,,,,,,,,
230246,困难本9-2,,,,,,230247,230245,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58272,,5000,22900,,,,,,,,,9,9102,,,,,,N_副本传送点9,3,,,,,,,,,,,,,,,,,,,,,,,
230247,困难本9-3,,,,,,230248,230246,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58273,,5000,23300,,,,,,,,,9,9103,,,,,,N_副本传送点9,3,,,,,,,,,,,,,,,,,,,,,,,
230248,困难本9-4,,,,,,230249,230247,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58274,,5000,23700,,,,,,,,,9,9104,,,,,,N_副本传送点9,3,,,,,,,,,,,,,,,,,,,,,,,
230249,困难本9-5,,,,,,230250,230248,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58275,,5000,24100,,,,,,,,,9,9105,,,,,,N_副本传送点9,3,,,,,,,,,,,,,,,,,,,,,,,
230250,困难本9-6,,,,,,230251,230249,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58276,,5000,24500,,,,,,,,,9,9106,,,,,,N_副本传送点9,3,,,,,,,,,,,,,,,,,,,,,,,
230251,困难本9-7,,,,,,,230250,,,,,,,,,,0,1,0,80,1,1,2,,,0,35,,,,58278,58277,,5000,24900,,,,,,,,,9,9107,,,,,,N_副本传送点9,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220601,精英挑战,,,,,,220602,5000,,,,,,,,1,,0,1,0,100,1,1,2,,,0,24,,,,58205,58206,,5000,5000,,,,,,,,,,3006,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220602,精英挑战,,,,,,220603,4014,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58207,,5000,5000,,,,,,,,,,3006,,,,,,,2,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220603,精英挑战,,,,,,,220602,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58208,,5000,6000,,,,,,,,,,3006,,,,,,,3,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220604,精英挑战,,,,,,220605,220603,,,,,,,,1,,0,1,0,100,1,1,2,,,0,24,,,,58205,58209,,5000,6000,,,,,,,,,,4006,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220605,精英挑战,,,,,,220606,5012,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58210,,5000,6500,,,,,,,,,,4006,,,,,,,2,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220606,精英挑战,,,,,,,220605,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58211,,5000,6900,,,,,,,,,,4006,,,,,,,3,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220607,精英挑战,,,,,,220608,220606,,,,,,,,1,,0,1,0,100,1,1,2,,,0,24,,,,58205,58212,,5000,7300,,,,,,,,,,5007,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220608,精英挑战,,,,,,220609,6011,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58213,,5000,7700,,,,,,,,,,5007,,,,,,,2,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220609,精英挑战,,,,,,,220608,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58214,,5000,8100,,,,,,,,,,5007,,,,,,,3,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220610,精英挑战,,,,,,220611,220609,,,,,,,,1,,0,1,0,100,1,1,2,,,0,24,,,,58205,58215,,5000,8500,,,,,,,,,,6007,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220611,精英挑战,,,,,,220612,7011,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58216,,5000,8900,,,,,,,,,,6007,,,,,,,2,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220612,精英挑战,,,,,,,220611,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58217,,5000,9300,,,,,,,,,,6007,,,,,,,3,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220613,精英挑战,,,,,,220614,220612,,,,,,,,1,,0,1,0,100,1,1,2,,,0,24,,,,58205,58218,,5000,9700,,,,,,,,,,7007,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220614,精英挑战,,,,,,220615,8009,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58219,,5000,10100,,,,,,,,,,7007,,,,,,,2,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220615,精英挑战,,,,,,,220614,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58220,,5000,10500,,,,,,,,,,7007,,,,,,,3,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220616,精英挑战,,,,,,220617,220615,,,,,,,,1,,0,1,0,100,1,1,2,,,0,24,,,,58205,58221,,5000,10900,,,,,,,,,,8007,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220617,精英挑战,,,,,,220618,220616,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58222,,5000,11300,,,,,,,,,,8007,,,,,,,2,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220618,精英挑战,,,,,,220619,220617,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58223,,5000,11700,,,,,,,,,,8007,,,,,,,3,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220619,精英挑战,,,,,,220620,220618,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58224,,5000,12100,,,,,,,,,,9008,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220620,精英挑战,,,,,,220621,220619,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58225,,5000,12500,,,,,,,,,,9008,,,,,,,2,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
220621,精英挑战,,,,,,,220620,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,58205,58226,,5000,12900,,,,,,,,,,9008,,,,,,,3,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220701,强化之路,,,,,,220703,4009,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58098,,5000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220703,强化之路,,,,,,220705,220701,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58099,,5000,7000,,,,,,,,,,,,,,,,,3,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220705,强化之路,,,,,,220707,220703,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58100,,5000,8000,,,,,,,,,,,,,,,,,5,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220707,强化之路,,,,,,220711,220705,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58101,,5000,9000,,,,,,,,,,,,,,,,,7,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220711,强化之路,,,,,,220713,220707,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58102,,5000,10000,,,,,,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220713,强化之路,,,,,,220715,220711,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58103,,5000,11000,,,,,,,,,,,,,,,,,3,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220715,强化之路,,,,,,220717,220713,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58104,,5000,12000,,,,,,,,,,,,,,,,,5,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220717,强化之路,,,,,,220721,220715,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58105,,5000,13000,,,,,,,,,,,,,,,,,7,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220721,强化之路,,,,,,220723,220717,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58106,,5000,14000,,,,,,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220723,强化之路,,,,,,220725,220721,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58107,,5000,15000,,,,,,,,,,,,,,,,,3,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220725,强化之路,,,,,,220727,220723,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58108,,5000,16000,,,,,,,,,,,,,,,,,5,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220727,强化之路,,,,,,220731,220725,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58109,,5000,17000,,,,,,,,,,,,,,,,,7,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220731,强化之路,,,,,,220733,220727,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58110,,5000,18000,,,,,,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220733,强化之路,,,,,,220735,220731,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58111,,5000,19000,,,,,,,,,,,,,,,,,3,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220735,强化之路,,,,,,220737,220733,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58112,,5000,20000,,,,,,,,,,,,,,,,,5,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220737,强化之路,,,,,,,220735,,,,,,,,,,0,1,0,30,1,1,2,,,0,22,,,,58097,58113,,5000,21000,,,,,,,,,,,,,,,,,7,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220801,升星之路,,,,,,220803,4011,,,,,,,,,,0,1,0,40,1,1,2,,,0,22,,,,58114,58115,,5000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220803,升星之路,,,,,,220805,220801,,,,,,,,,,0,1,0,40,1,1,2,,,0,22,,,,58114,58116,,5000,6000,,,,,,,,,,,,,,,,,3,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220805,升星之路,,,,,,220807,220803,,,,,,,,,,0,1,0,40,1,1,2,,,0,22,,,,58114,58117,,5000,7000,,,,,,,,,,,,,,,,,5,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220807,升星之路,,,,,,220811,220805,,,,,,,,,,0,1,0,40,1,1,2,,,0,22,,,,58114,58118,,5000,7000,,,,,,,,,,,,,,,,,7,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220811,升星之路,,,,,,220813,220807,,,,,,,,,,0,1,0,40,1,1,2,,,0,22,,,,58114,58119,,5000,7500,,,,,,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
220813,升星之路,,,,,,220815,220811,,,,,,,,,,0,1,0,40,1,1,2,,,0,22,,,,58114,58120,,5000,7900,,,,,,,,,,,,,,,,,3,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
